image,popularity_score,is_female,baby,child,teenager,youth,middle_age,senior
10246172_1376666595948970_693749463_a_0_6754,4.028,-1,-1,1,-1,-1,-1,-1
1971379_201957180014685_35492755_a_0_2233,4.818,-1,-1,-1,1,-1,-1,-1
10011258_137559203081040_590436154_a_0_2037,5.041,-1,-1,1,-1,-1,-1,-1
1170384_1438840563028317_1177971157_a_0_573,3.939,-1,-1,-1,1,-1,-1,-1
10013033_1384590041783118_872248980_a_0_1945,4.432,1,1,-1,-1,-1,-1,-1
10249149_612634802154136_1776842668_a_0_7035,3.658,-1,-1,-1,1,-1,-1,-1
10254317_1421943244726894_972139406_a,2.941,1,-1,-1,-1,1,-1,-1
927918_1410546085882004_908328819_a,4.406,1,-1,-1,-1,1,-1,-1
927276_1491340054420785_818826302_a,3.61,1,-1,-1,-1,1,-1,-1
10013160_659011660833398_1481172891_a_0_9125,4.641,1,1,-1,-1,-1,-1,-1
925245_372069939602130_339677596_a_0_8601,4.523,1,1,-1,-1,-1,-1,-1
10175167_289605521206069_400040831_a_0_488,3.959,-1,-1,1,-1,-1,-1,-1
10249135_548503185264680_1660421313_a_0_3750,3.571,-1,-1,-1,-1,-1,1,-1
10175374_620138788054737_1296882010_a,4.574,1,-1,-1,-1,1,-1,-1
1172033_1425206277731832_2089105447_a_0_2220,5.243,-1,-1,-1,-1,-1,1,-1
10013333_1408419769428066_1001993815_a_0_9006,4.046,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_2807,4.992,1,-1,-1,-1,-1,-1,1
10013342_1377599435855417_1221636002_a_0_6269,4.494,-1,-1,-1,-1,-1,1,-1
925819_237104879812897_1661207209_a,4.955,1,-1,-1,-1,1,-1,-1
10005324_230534260483116_1046263673_a_0_8812,4.101,-1,-1,-1,1,-1,-1,-1
1172152_1410629252538806_970495547_a,3.832,-1,-1,-1,-1,-1,1,-1
1921992_288159538015903_1647630293_a_0_8194,3.749,-1,-1,1,-1,-1,-1,-1
10175366_248311935356951_1281698852_a_0_2685,4.287,-1,-1,-1,1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_9694,5.283,1,-1,-1,-1,-1,-1,1
10254181_753995364633111_109551758_a_0_4821,3.686,1,-1,-1,-1,-1,-1,1
1389093_428450150590824_901901016_a_0_6180,4.163,1,1,-1,-1,-1,-1,-1
10011201_229619030579129_1801187320_a_0_6959,3.518,1,1,-1,-1,-1,-1,-1
10175354_802406709771292_1180717951_a,3.751,-1,-1,-1,1,-1,-1,-1
1390213_1410069512563361_950273983_a_0_7845,3.441,-1,-1,-1,-1,-1,1,-1
10005125_718629271523259_239410098_a,4.432,1,-1,-1,-1,1,-1,-1
10246127_627206847348988_210197956_a,4.537,1,-1,-1,-1,1,-1,-1
10175129_743233412364779_1199384843_a_0_4250,4.513,-1,-1,-1,1,-1,-1,-1
10013016_305010049665333_31456674_a_0_9152,5.014,1,1,-1,-1,-1,-1,-1
1171604_385690041574109_94580800_a,3.55,-1,-1,1,-1,-1,-1,-1
10175352_309966305820781_1627100864_a_0_8384,6.368,-1,-1,1,-1,-1,-1,-1
10251465_500646790058725_41015143_a_0_5551,2.859,-1,-1,-1,-1,-1,1,-1
926291_542596399168556_1411849122_a_0_8466,4.102,1,1,-1,-1,-1,-1,-1
10251446_1461210117448227_2146827711_a_0_5126,4.247,-1,-1,-1,-1,-1,1,-1
10246182_1495483907339692_749123032_a,4.636,-1,-1,-1,1,-1,-1,-1
1388850_769568733067389_775051061_a,4.689,1,-1,-1,-1,1,-1,-1
10013130_680689575327384_1550212188_a,5.134,1,-1,-1,-1,1,-1,-1
1516555_821063901241212_1692519739_a_0_3719,4.405,-1,-1,1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_7023,3.686,1,-1,-1,-1,-1,-1,1
10175378_741992572500954_1583778349_a,5.433,1,-1,-1,-1,1,-1,-1
10005691_460580734072875_1832294062_a_0_7738,4.643,-1,-1,-1,-1,-1,1,-1
1172078_245867338931571_1699229217_a,4.234,1,-1,-1,-1,1,-1,-1
924948_1438829559690666_1446685511_a_0_2220,3.175,-1,-1,-1,1,-1,-1,-1
10254072_1400328093575785_2130776172_a_0_8095,4.236,1,1,-1,-1,-1,-1,-1
10261093_1461405704091927_510754866_a,4.823,1,-1,-1,-1,1,-1,-1
10013033_267141560113901_1792403080_a_0_1332,4.992,1,-1,-1,-1,-1,-1,1
10251468_277070419136921_443866329_a_0_6863,3.879,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_3943,3.686,1,-1,-1,-1,-1,-1,1
924324_530625160392529_1993142966_a_0_1063,4.396,1,1,-1,-1,-1,-1,-1
1515727_1399247063685355_1840028543_a_0_8663,3.97,-1,-1,-1,-1,-1,1,-1
1171929_311380585675695_1721322513_a_0_5327,4.29,-1,-1,-1,1,-1,-1,-1
927644_542856542494801_2021065760_a,4.084,1,-1,-1,-1,1,-1,-1
10245991_524568787654008_32568585_a_0_2380,4.587,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_1743,4.992,1,-1,-1,-1,-1,-1,1
10175093_1424623937787075_951719636_a_0_3537,4.055,-1,-1,-1,1,-1,-1,-1
10175205_624559737625459_963602799_a_0_6241,4.409,-1,-1,-1,-1,-1,1,-1
10011447_620363861374588_923568429_a_0_8741,4.511,-1,-1,1,-1,-1,-1,-1
925459_834557103225523_1228624476_a_0_1101,4.101,-1,-1,-1,-1,1,1,1
10254180_1376992145916700_1627681055_a_0_9644,3.947,-1,-1,-1,-1,-1,1,-1
10251540_555560771225984_2021638014_a_0_4749,4.569,-1,-1,-1,-1,-1,1,-1
10005585_1486761864880742_1510741999_a,5.457,-1,-1,-1,1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_6861,3.38,1,-1,-1,-1,-1,-1,1
926174_1413072305622093_1319459959_a,3.941,1,-1,-1,-1,1,-1,-1
10175127_675551369177566_1781205909_a_0_5494,4.516,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_1302,3.686,1,-1,-1,-1,-1,-1,1
10013158_498322226962495_702087186_a_0_806,4.858,-1,-1,-1,-1,-1,1,-1
1516132_1398406447102373_1928762033_a_0_6109,4.299,1,1,-1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_1462,5.283,1,-1,-1,-1,-1,-1,1
10175197_234272783430780_185348424_a_0_4000,4.095,-1,-1,1,-1,-1,-1,-1
1170462_679176075481181_372813269_a_0_7055,4.303,-1,-1,1,-1,-1,-1,-1
1208454_640744409340502_327156708_a_0_477,4.269,1,1,-1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_417,3.38,1,-1,-1,-1,-1,-1,1
10251418_707714289271797_1872528208_a_0_4440,3.417,1,1,-1,-1,-1,-1,-1
929044_612351828857847_1038864656_a,4.662,1,-1,-1,-1,1,-1,-1
10175262_223582781171346_1449346594_a_0_2336,3.228,-1,-1,1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_9607,3.38,1,-1,-1,-1,-1,-1,1
10249151_690443551001278_1000852857_a,4.704,1,-1,-1,-1,1,-1,-1
10011391_1421529728101761_71288005_a_0_7773,4.049,-1,-1,-1,-1,-1,1,-1
10013085_1412236169042573_1469862215_a_0_2253,5.911,-1,-1,-1,-1,-1,1,-1
1516818_767179956634416_2010108335_a_0_961,5.283,1,-1,-1,-1,-1,-1,1
10254072_1400328093575785_2130776172_a_0_6893,4.236,1,1,-1,-1,-1,-1,-1
10251454_620180521385098_215593321_a_0_4014,4.058,-1,-1,1,-1,-1,-1,-1
1171940_646958532038737_1626927831_a_0_9346,4.959,-1,-1,-1,1,-1,-1,-1
10175206_650663671672826_1376768706_a,4.587,1,-1,-1,-1,1,-1,-1
1171709_725948674103150_784734743_a_0_1383,4.132,1,1,-1,-1,-1,-1,-1
10175178_579442675488028_1594865964_a_0_2931,3.593,-1,-1,-1,1,-1,-1,-1
1530866_294743230680360_1505133945_a_0_8730,3.264,-1,-1,-1,1,-1,-1,-1
1516263_782726015077288_1676423577_a_0_6440,3.198,1,1,-1,-1,-1,-1,-1
10249094_724973744221016_1342178232_a_0_1527,4.552,-1,-1,1,-1,-1,-1,-1
1515882_536941493081089_229629883_a_0_4785,3.62,-1,-1,-1,1,-1,-1,-1
1527733_757385324291787_1786207457_a_0_5072,4.937,-1,-1,-1,-1,-1,1,-1
927037_289745704526581_777872508_a,4.226,1,-1,-1,-1,1,-1,-1
1172155_742301172470917_426559757_a,3.169,1,-1,-1,-1,1,-1,-1
10012455_664162150312056_1906985555_a,4.797,-1,-1,-1,1,-1,-1,-1
1171602_762394087113293_188349083_a_0_8488,5.123,-1,-1,-1,1,-1,-1,-1
10175361_692189144158397_1568535662_a_0_72,4.32,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_7180,4.992,1,-1,-1,-1,-1,-1,1
10013016_305010049665333_31456674_a_0_9577,5.014,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_2953,4.992,1,-1,-1,-1,-1,-1,1
10175300_633375573402660_492701537_a,4.531,1,-1,-1,-1,1,-1,-1
1922285_1424027491183357_1301187323_a_0_1230,3.264,1,1,-1,-1,-1,-1,-1
925459_834557103225523_1228624476_a_0_4092,4.101,-1,-1,-1,-1,1,1,1
1530701_1463740997192441_1182750683_a_0_1158,4.581,-1,-1,1,-1,-1,-1,-1
926291_542596399168556_1411849122_a_0_2884,4.102,1,1,-1,-1,-1,-1,-1
10245906_1421227271468160_1362308862_a,4.555,-1,-1,-1,1,-1,-1,-1
10175226_608392859245649_283954577_a,4.362,-1,-1,-1,-1,-1,1,-1
10175121_226321777565903_1704253639_a_0_9523,4.123,-1,-1,-1,-1,-1,1,-1
1941160_473806349386732_769997327_a,4.115,1,-1,-1,-1,1,-1,-1
1516818_767179956634416_2010108335_a_0_3485,5.283,1,-1,-1,-1,-1,-1,1
10175148_1409793395954177_254834363_a_0_2150,4.154,-1,-1,-1,1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_7691,5.283,1,-1,-1,-1,-1,-1,1
10251555_608394255903334_473589103_a_0_3388,4.886,1,1,-1,-1,-1,-1,-1
926151_495873197183298_1095904860_a_0_7096,4.604,-1,-1,-1,1,-1,-1,-1
1515712_230150727192306_775378066_a_0_516,3.818,-1,-1,-1,-1,-1,1,-1
1172051_306787142803698_1078544983_a_0_1273,4.874,-1,-1,-1,-1,-1,1,-1
10005633_545924642190392_1015314093_a_0_5445,3.476,-1,-1,-1,-1,-1,1,-1
10175410_1401395773469543_325410333_a,4.171,1,-1,-1,-1,1,-1,-1
10251549_619641254782634_887046682_a_0_8315,4.231,-1,-1,-1,1,-1,-1,-1
1527760_282913755208255_1251040773_a,4.66,-1,-1,-1,1,-1,-1,-1
1922110_1408075399463087_1115636122_a,4.467,1,-1,-1,-1,1,-1,-1
10251532_791201030919988_1964960458_a,3.899,1,-1,-1,-1,1,-1,-1
925459_834557103225523_1228624476_a_0_9444,4.101,-1,-1,-1,-1,1,1,1
10011444_1511760202384788_765625235_a_0_1985,4.419,-1,-1,-1,1,-1,-1,-1
10175352_309966305820781_1627100864_a,6.368,-1,-1,1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_5222,3.686,1,-1,-1,-1,-1,-1,1
10009266_646440352077713_996496699_a,4.692,1,-1,-1,-1,1,-1,-1
10245920_236418873226362_1328649921_a_0_6490,4.449,-1,-1,1,-1,-1,-1,-1
10251409_639596192793846_1723962156_a_0_3447,2.613,-1,-1,-1,1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_3607,3.38,1,-1,-1,-1,-1,-1,1
10013033_1384590041783118_872248980_a_0_4380,4.432,1,1,-1,-1,-1,-1,-1
10254072_1400328093575785_2130776172_a_0_7460,4.236,1,1,-1,-1,-1,-1,-1
1172033_728988300486874_653635131_a,4.843,-1,-1,-1,1,-1,-1,-1
10246112_731329243554054_1514381638_a_0_4700,4.561,-1,-1,-1,1,-1,-1,-1
10013329_653179744731105_1002360332_a_0_7288,3.621,-1,-1,1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_3198,4.992,1,-1,-1,-1,-1,-1,1
1170405_497855356992684_418365122_a_0_5004,4.56,-1,-1,-1,-1,-1,1,-1
10251530_658487547520331_1721658494_a_0_3823,4.388,-1,-1,1,-1,-1,-1,-1
10246190_781692815175154_408499261_a,4.965,1,-1,-1,-1,1,-1,-1
10011201_229619030579129_1801187320_a_0_8517,3.518,1,1,-1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_9861,3.686,1,-1,-1,-1,-1,-1,1
10013147_599479696800252_254207177_a,5.057,1,-1,-1,-1,1,-1,-1
10013033_267141560113901_1792403080_a_0_7782,4.992,1,-1,-1,-1,-1,-1,1
1516818_767179956634416_2010108335_a_0_8699,5.283,1,-1,-1,-1,-1,-1,1
10254181_753995364633111_109551758_a_0_2984,3.686,1,-1,-1,-1,-1,-1,1
10011416_210615902480755_1634676908_a,4.204,1,-1,-1,-1,1,-1,-1
10175150_520973454677840_1852966034_a_0_1553,4.618,-1,-1,1,-1,-1,-1,-1
926714_531433283643586_1910716822_a_0_5182,4.257,-1,-1,-1,-1,-1,1,-1
925236_603947136350098_1524465818_a_0_6031,4.212,-1,-1,-1,-1,-1,1,-1
d6fd373880e311e2b85522000a9e28f2_6_0_1969,5.272,1,1,-1,-1,-1,-1,-1
10251502_859295487429308_1702654889_a_0_3544,3.661,1,1,-1,-1,-1,-1,-1
10254106_1389071471373772_1970504237_a_0_6667,4.974,-1,-1,-1,1,-1,-1,-1
10175171_317984985016003_2023328850_a_0_8831,4.689,-1,-1,-1,1,-1,-1,-1
928492_686790698081711_1759755418_a,4.613,-1,-1,-1,1,-1,-1,-1
10249121_864253430267862_1990673688_a_0_1571,4.963,-1,-1,-1,1,-1,-1,-1
10251455_1494434994111645_1822929822_a,3.992,1,-1,-1,-1,1,-1,-1
10254181_753995364633111_109551758_a_0_4869,3.686,1,-1,-1,-1,-1,-1,1
1516276_1468745646675977_615625438_a,3.873,1,-1,-1,-1,1,-1,-1
10246071_770616182949161_1271746324_a_0_422,4.436,-1,-1,-1,1,-1,-1,-1
10251526_288772871285102_1500012421_a,5.07,1,-1,-1,-1,1,-1,-1
10251541_823735647639907_1428906492_a_0_6541,5.067,1,1,-1,-1,-1,-1,-1
1516665_599760660101765_1421014296_a_0_9466,4.981,1,1,-1,-1,-1,-1,-1
1389254_382502921884747_1751890672_a_0_5644,4.613,1,1,-1,-1,-1,-1,-1
10246015_845083848839222_1610590205_a_0_6972,4.161,-1,-1,-1,-1,-1,1,-1
10005507_226274507562652_676050753_a,4.183,-1,-1,-1,1,-1,-1,-1
1388988_629948787086967_1469843650_a_0_5661,3.887,1,1,-1,-1,-1,-1,-1
10245961_1439415539635902_792965773_a_0_5620,4.421,-1,-1,-1,1,-1,-1,-1
10175296_296433010513181_1670225145_a_0_1617,4.86,-1,-1,-1,1,-1,-1,-1
10175180_224686577725804_353891896_a_0_244,4.756,-1,-1,-1,-1,-1,1,-1
1515709_740756879280160_2018601836_a_0_5463,3.176,-1,-1,-1,-1,-1,1,-1
926415_1413503062250818_412607079_a,4.038,1,-1,-1,-1,1,-1,-1
10251418_707714289271797_1872528208_a_0_381,3.417,1,1,-1,-1,-1,-1,-1
1922240_776063172411348_1132071428_a,3.499,1,-1,-1,-1,1,-1,-1
10175323_647059055343835_196001045_a_0_2772,4.671,-1,-1,-1,-1,-1,1,-1
10013209_1402520500023782_298000570_a_0_1972,3.38,1,-1,-1,-1,-1,-1,1
10013209_1402520500023782_298000570_a_0_2481,3.38,1,-1,-1,-1,-1,-1,1
10251562_536420323145889_1336074244_a_0_2522,4.618,-1,-1,-1,-1,-1,1,-1
10175239_470888063010977_1499158960_a,3.312,1,-1,-1,-1,1,-1,-1
10245961_235545826636600_311264376_a,4.549,1,-1,-1,-1,1,-1,-1
10175282_744649725565560_1557322136_a,4.589,1,-1,-1,-1,1,-1,-1
10251518_623472421069542_2083714853_a_0_9919,4.287,-1,-1,-1,-1,-1,1,-1
1660401_573192426105240_779889641_a_0_7517,4.394,1,1,-1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_5157,5.283,1,-1,-1,-1,-1,-1,1
1516818_767179956634416_2010108335_a_0_5495,5.283,1,-1,-1,-1,-1,-1,1
10245989_682417905138494_1040379873_a_0_9900,4.326,-1,-1,-1,1,-1,-1,-1
10175303_265609166945122_1815187830_a_0_9600,3.605,-1,-1,1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_3333,5.283,1,-1,-1,-1,-1,-1,1
1689111_450042771789970_303089699_a_0_1755,5.667,1,1,-1,-1,-1,-1,-1
10013221_539511369497602_1627385587_a_0_6233,4.761,1,1,-1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_7075,3.38,1,-1,-1,-1,-1,-1,1
10175349_626457037425321_1670871731_a_0_1014,4.402,-1,-1,1,-1,-1,-1,-1
10009141_222140781318044_1602148506_a_0_5407,5.081,-1,-1,-1,1,-1,-1,-1
10011145_461429323991065_143707883_a_0_363,3.601,-1,-1,-1,-1,-1,1,-1
10013110_225337720993813_1178441064_a_0_7771,5.088,1,1,-1,-1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_4091,4.992,1,-1,-1,-1,-1,-1,1
10251523_1429757993939731_860479377_a_0_1250,4.19,-1,-1,1,-1,-1,-1,-1
10175263_303452269803285_1237778927_a_0_2401,3.955,-1,-1,-1,1,-1,-1,-1
926714_531433283643586_1910716822_a_0_373,4.257,-1,-1,-1,-1,-1,1,-1
1516818_767179956634416_2010108335_a_0_620,5.283,1,-1,-1,-1,-1,-1,1
10013160_659011660833398_1481172891_a_0_1275,4.641,1,1,-1,-1,-1,-1,-1
1516689_1412296765699122_2100083670_a_0_8157,4.891,1,1,-1,-1,-1,-1,-1
1921992_288159538015903_1647630293_a_0_3333,3.749,-1,-1,1,-1,-1,-1,-1
1170444_246757248841110_1970575140_a_0_9399,5.441,-1,-1,-1,-1,-1,1,-1
1515709_740756879280160_2018601836_a_0_1705,3.176,-1,-1,-1,-1,-1,1,-1
927278_1414469058813717_1812368948_a_0_5027,4.879,1,1,-1,-1,-1,-1,-1
10246118_480434268750195_1076775873_a,4.139,1,-1,-1,-1,1,-1,-1
10251414_1390085374549652_1857896901_a,4.471,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_7736,4.992,1,-1,-1,-1,-1,-1,1
928227_1520097418217240_1027532197_a,5.11,1,-1,-1,-1,1,-1,-1
10246000_240162879522436_1847495823_a_0_4958,4.537,-1,-1,-1,1,-1,-1,-1
10011483_773895935968881_1948349976_a_0_171,4.288,-1,-1,1,-1,-1,-1,-1
1799581_392235324251244_1481431586_a_0_6270,3.889,-1,-1,-1,-1,-1,1,-1
10261057_606147279467224_1691426914_a_0_7555,4.571,-1,-1,1,-1,-1,-1,-1
10013209_1402520500023782_298000570_a_0_3782,3.38,1,-1,-1,-1,-1,-1,1
925459_834557103225523_1228624476_a_0_6624,4.101,-1,-1,-1,-1,1,1,1
10013209_1402520500023782_298000570_a_0_5325,3.38,1,-1,-1,-1,-1,-1,1
1922264_740073342691514_441215848_a,3.951,1,-1,-1,-1,1,-1,-1
10254234_680842728643205_1546360923_a,4.744,1,-1,-1,-1,1,-1,-1
1516818_767179956634416_2010108335_a_0_7378,5.283,1,-1,-1,-1,-1,-1,1
10251520_724549777567684_1736311851_a,4.179,1,-1,-1,-1,1,-1,-1
10175252_272879802878566_1375827820_a_0_5256,4.459,-1,-1,-1,1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_7179,5.283,1,-1,-1,-1,-1,-1,1
10245936_214999625376417_1587073513_a,4.496,-1,-1,-1,1,-1,-1,-1
1172033_615946171816241_375019367_a,4.929,-1,-1,-1,1,-1,-1,-1
10251465_500646790058725_41015143_a_0_1907,2.859,-1,-1,-1,-1,-1,1,-1
10009148_385872871563505_1575242118_a_0_2683,4.899,-1,-1,1,-1,-1,-1,-1
1172015_1419255755000776_1585542246_a_0_8655,5.401,-1,-1,1,-1,-1,-1,-1
10005717_645815922134799_1775395577_a_0_525,4.15,-1,-1,-1,1,-1,-1,-1
929044_232148226988501_1015489301_a,4.659,1,-1,-1,-1,1,-1,-1
10009919_227313810790489_198547905_a,4.166,1,-1,-1,-1,1,-1,-1
1172152_1420959984823416_651885422_a_0_5877,4.409,1,1,-1,-1,-1,-1,-1
10011375_441904452620061_466778253_a_0_6606,4.497,-1,-1,-1,-1,-1,1,-1
10175135_1387792264834062_588966216_a,3.376,-1,-1,-1,1,-1,-1,-1
10254244_692561990782711_2144110586_a_0_8286,4.231,1,1,-1,-1,-1,-1,-1
10254256_639634319419092_1126538013_a_0_7165,4.492,-1,-1,1,-1,-1,-1,-1
1516910_291444871011729_1773015380_a,3.593,1,-1,-1,-1,1,-1,-1
926144_309115032572566_1909878163_a,3.983,1,-1,-1,-1,1,-1,-1
10013274_626207120782253_1055194492_a_0_7638,3.345,-1,-1,-1,-1,-1,1,-1
10254181_753995364633111_109551758_a_0_4347,3.686,1,-1,-1,-1,-1,-1,1
10013033_267141560113901_1792403080_a_0_4215,4.992,1,-1,-1,-1,-1,-1,1
10175374_849743911718425_973960788_a_0_4525,4.683,-1,-1,1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_206,3.686,1,-1,-1,-1,-1,-1,1
1515829_1466010406963800_465594873_a,4.707,1,-1,-1,-1,1,-1,-1
10009147_687333327974400_941065104_a_0_8968,4.239,-1,-1,-1,1,-1,-1,-1
1516689_1412296765699122_2100083670_a_0_8995,4.891,1,1,-1,-1,-1,-1,-1
926733_459000070899847_1501460809_a,4.457,1,-1,-1,-1,1,-1,-1
1922285_1424027491183357_1301187323_a_0_5908,3.264,1,1,-1,-1,-1,-1,-1
10175330_1457536974482882_2068699402_a,4.569,1,-1,-1,-1,1,-1,-1
1168781_623778914367420_504979844_a_0_285,4.252,-1,-1,1,-1,-1,-1,-1
925459_834557103225523_1228624476_a_0_7218,4.101,-1,-1,-1,-1,1,1,1
1516818_767179956634416_2010108335_a_0_876,5.283,1,-1,-1,-1,-1,-1,1
10011201_229619030579129_1801187320_a_0_7106,3.518,1,1,-1,-1,-1,-1,-1
10175255_601595319928275_1999512310_a_0_8952,4.629,-1,-1,-1,1,-1,-1,-1
10251501_294719714025951_412661216_a_0_1839,5.027,-1,-1,-1,-1,-1,1,-1
10251411_685271301538776_744169790_a_0_6892,4.315,-1,-1,-1,-1,-1,1,-1
1516818_767179956634416_2010108335_a_0_8607,5.283,1,-1,-1,-1,-1,-1,1
10254246_607858495970659_664492100_a_0_415,5.027,1,1,-1,-1,-1,-1,-1
10246062_387296694745505_2029030306_a_0_5419,5.098,-1,-1,-1,-1,-1,1,-1
10246021_1469729256592937_560435301_a_0_9197,4.533,-1,-1,1,-1,-1,-1,-1
10011384_1426905944225111_2043850484_a_0_9427,4.182,-1,-1,1,-1,-1,-1,-1
10175105_515580681886952_38054472_a_0_4016,4.753,-1,-1,-1,-1,-1,1,-1
10251457_627475697341430_1975932636_a_0_7023,4.352,1,1,-1,-1,-1,-1,-1
1171764_499461136843642_1448986394_a_0_2910,4.408,-1,-1,1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_6988,5.283,1,-1,-1,-1,-1,-1,1
d6fd373880e311e2b85522000a9e28f2_6_0_5552,5.272,1,1,-1,-1,-1,-1,-1
10251518_623472421069542_2083714853_a_0_721,4.287,-1,-1,-1,-1,-1,1,-1
925222_1486930448189103_1853658463_a,4.215,1,-1,-1,-1,1,-1,-1
10249112_1423216871262498_1283359117_a,3.626,-1,-1,1,-1,-1,-1,-1
10254181_753995364633111_109551758_a_0_7135,3.686,1,-1,-1,-1,-1,-1,1
10261221_756490734394968_829695516_a,5.125,1,-1,-1,-1,1,-1,-1
1515250_231501263708936_646553254_a,3.244,1,-1,-1,-1,1,-1,-1
1170426_640464709336053_1799995757_a_0_5115,4.917,-1,-1,-1,-1,-1,1,-1
10251555_608394255903334_473589103_a_0_769,4.886,1,1,-1,-1,-1,-1,-1
1208420_1425851631005564_570674098_a,3.998,-1,-1,-1,-1,-1,1,-1
10246103_431419340326629_815539020_a,3.828,-1,-1,-1,1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_5580,5.283,1,-1,-1,-1,-1,-1,1
1516263_782726015077288_1676423577_a_0_3026,3.198,1,1,-1,-1,-1,-1,-1
10175320_672657799455277_402150992_a_0_9388,5.475,-1,-1,-1,1,-1,-1,-1
1660991_1439398299639409_1099050439_a_0_3087,4.789,-1,-1,-1,-1,-1,1,-1
10246147_536966976424464_1693647854_a_0_678,3.468,-1,-1,-1,1,-1,-1,-1
1515245_1439012536341085_127019428_a_0_1547,5.059,-1,-1,-1,1,-1,-1,-1
10013315_707426509296403_2086504752_a_0_9444,3.736,-1,-1,-1,1,-1,-1,-1
925231_574267146005087_893605974_a_0_2059,1.697,-1,-1,-1,1,-1,-1,-1
10175182_1377907209157345_273062070_a_0_8326,4.081,-1,-1,1,-1,-1,-1,-1
10175380_285896884898565_1954220891_a_0_93,4.076,-1,-1,1,-1,-1,-1,-1
10013040_428139843997335_1471084578_a_0_6232,4.337,1,1,-1,-1,-1,-1,-1
1515179_651263998278141_2120777805_a_0_6282,4.515,-1,-1,1,-1,-1,-1,-1
10009148_283760198467324_1991099571_a_0_4192,3.864,-1,-1,1,-1,-1,-1,-1
929052_1492108571009612_393568021_a,4.052,1,-1,-1,-1,1,-1,-1
10011202_1394562430822950_2063298831_a_0_2009,3.509,-1,-1,-1,-1,-1,1,-1
10013033_267141560113901_1792403080_a_0_7874,4.992,1,-1,-1,-1,-1,-1,1
10175139_782014788475477_2065541543_a,4.144,-1,-1,-1,-1,-1,1,-1
10246093_644570408964817_1636753555_a_0_1246,4.37,-1,-1,-1,-1,-1,1,-1
10251441_686816454694174_630956883_a_0_7608,4.11,-1,-1,1,-1,-1,-1,-1
10013008_282489558585650_890388618_a_0_5749,3.913,-1,-1,1,-1,-1,-1,-1
10254072_1400328093575785_2130776172_a_0_3639,4.236,1,1,-1,-1,-1,-1,-1
10013137_222549531274085_1368444319_a_0_3418,4.227,-1,-1,-1,-1,-1,1,-1
1660401_573192426105240_779889641_a_0_2606,4.394,1,1,-1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_5095,5.283,1,-1,-1,-1,-1,-1,1
1388895_653532541386470_759294485_a_0_7577,4.559,1,1,-1,-1,-1,-1,-1
10175088_687585311303725_1616514860_a_0_9794,4.113,-1,-1,-1,1,-1,-1,-1
1516164_1378495439098443_1217745788_a_0_5482,5.144,-1,-1,-1,-1,-1,1,-1
10011201_229619030579129_1801187320_a_0_575,3.518,1,1,-1,-1,-1,-1,-1
1516818_767179956634416_2010108335_a_0_3670,5.283,1,-1,-1,-1,-1,-1,1
10246183_775766262447750_68278991_a,4.36,1,-1,-1,-1,1,-1,-1
1172152_1420959984823416_651885422_a_0_5906,4.409,1,1,-1,-1,-1,-1,-1
1171967_629822207097536_1522497060_a_0_4493,5.038,-1,-1,-1,1,-1,-1,-1
10013033_267141560113901_1792403080_a_0_9994,4.992,1,-1,-1,-1,-1,-1,1
1208454_640744409340502_327156708_a_0_6218,4.269,1,1,-1,-1,-1,-1,-1
10175301_651892971512668_1347246058_a,5.427,-1,-1,-1,1,-1,-1,-1
1170370_290883904403283_767926464_a,4.85,1,-1,-1,-1,1,-1,-1
10013033_267141560113901_1792403080_a_0_3540,4.992,1,-1,-1,-1,-1,-1,1
10011294_1410853525849250_1879045907_a,4.146,1,-1,-1,-1,1,-1,-1
10013209_1402520500023782_298000570_a_0_893,3.38,1,-1,-1,-1,-1,-1,1
